date,occasion,top10_gross,top10_wow_change,num_releases,top_release,week_no,year,month_week,weekend
Jun 2-4,,"$95,077,357",-11%,61,Mission: Impossible II,22,2000,Jun_w1,2000_Jun_w1
May 26-28,,"$106,840,609",+7.4%,15,Mission: Impossible II,21,2000,May_w4,2000_May_w4
May 26-29,Memorial Day wknd,"$168,482,598",-,63,Mission: Impossible II,21,2000,May_w4,2000_May_w4
May 19-21,,"$99,438,784",+47.8%,61,Dinosaur,20,2000,May_w3,2000_May_w3
May 12-14,,"$67,300,737",-9%,63,Gladiator,19,2000,May_w2,2000_May_w2
May 5-7,,"$73,974,852",+15.2%,62,Gladiator,18,2000,May_w1,2000_May_w1
Apr 28-30,,"$64,213,479",-8.8%,66,U-571,17,2000,Apr_w4,2000_Apr_w4
Apr 21-23,,"$70,397,639",+13.1%,64,U-571,16,2000,Apr_w3,2000_Apr_w3
Apr 21-24,Easter wknd,"$74,620,570",-,10,U-571,16,2000,Apr_w3,2000_Apr_w3
Apr 14-16,,"$62,238,028",-10.3%,63,Rules of Engagement,15,2000,Apr_w2,2000_Apr_w2
Apr 7-9,,"$69,411,543",-3.7%,62,Rules of Engagement,14,2000,Apr_w1,2000_Apr_w1
Mar 31-Apr 2,,"$72,074,699",+3%,65,Erin Brockovich,13,2000,Mar_w5,2000_Mar_w5
Mar 24-26,,"$70,001,108",-1.7%,63,Erin Brockovich,12,2000,Mar_w4,2000_Mar_w4
Mar 17-19,,"$71,227,498",+16.6%,63,Erin Brockovich,11,2000,Mar_w3,2000_Mar_w3
Mar 10-12,,"$61,089,854",+18.8%,63,Mission to Mars,10,2000,Mar_w2,2000_Mar_w2
Mar 3-5,,"$51,441,138",-22.5%,60,The Whole Nine Yards,9,2000,Mar_w1,2000_Mar_w1
Feb 25-27,,"$66,413,722",-19.6%,63,The Whole Nine Yards,8,2000,Feb_w4,2000_Feb_w4
Feb 18-20,,"$82,586,366",+14.9%,14,The Whole Nine Yards,7,2000,Feb_w3,2000_Feb_w3
Feb 18-21,Presidents' Day wknd,"$105,833,032",-,64,The Whole Nine Yards,7,2000,Feb_w3,2000_Feb_w3
Feb 11-13,,"$71,894,913",+5.8%,60,Scream 3,6,2000,Feb_w2,2000_Feb_w2
Feb 4-6,,"$67,949,978",+61.7%,60,Scream 3,5,2000,Feb_w1,2000_Feb_w1
Jan 28-30,,"$42,010,952",-20.9%,66,Eye of the Beholder,4,2000,Jan_w4,2000_Jan_w4
Jan 21-23,,"$53,118,997",-31.1%,62,Next Friday,3,2000,Jan_w3,2000_Jan_w3
Jan 14-16,,"$77,115,947",+4%,14,Next Friday,2,2000,Jan_w2,2000_Jan_w2
Jan 14-17,MLK wknd,"$92,328,614",-,62,Next Friday,2,2000,Jan_w2,2000_Jan_w2
Jan 7-9,,"$74,169,526",-24.9%,60,Stuart Little,1,2000,Jan_w1,2000_Jan_w1
Dec 26-28,,"$178,499,687",+46.2%,83,The Hobbit: The Battle of the Five Armies,52,2014,Dec_w4,2014_Dec_w4
Dec 19-21,,"$122,059,385",+65.4%,78,The Hobbit: The Battle of the Five Armies,51,2014,Dec_w3,2014_Dec_w3
Dec 12-14,,"$73,808,138",+8.4%,100,Exodus: Gods and Kings,50,2014,Dec_w2,2014_Dec_w2
Dec 5-7,Post-Thanksgiving,"$68,103,918",-55.2%,96,The Hunger Games: Mockingjay - Part 1,49,2014,Dec_w1,2014_Dec_w1
Nov 28-30,Thanksgiving 3-Day,"$151,851,533",-17.7%,97,The Hunger Games: Mockingjay - Part 1,48,2014,Nov_w4,2014_Nov_w4
Nov 27-30,Thanksgiving 4-Day,"$179,114,437",-,52,The Hunger Games: Mockingjay - Part 1,48,2014,Nov_w4,2014_Nov_w4
Nov 26-30,Thanksgiving 5-Day,"$214,781,730",-,52,The Hunger Games: Mockingjay - Part 1,48,2014,Nov_w4,2014_Nov_w4
Nov 21-23,,"$184,467,355",+46.7%,97,The Hunger Games: Mockingjay - Part 1,47,2014,Nov_w3,2014_Nov_w3
Nov 14-16,,"$125,728,488",-11.9%,108,Dumb and Dumber To,46,2014,Nov_w2,2014_Nov_w2
Nov 7-9,,"$142,643,895",+90.6%,121,Big Hero 6,45,2014,Nov_w1,2014_Nov_w1
Oct 31-Nov 2,,"$74,843,496",-22.9%,120,Ouija,44,2014,Oct_w5,2014_Oct_w5
Oct 24-26,,"$97,071,579",-15.8%,122,Ouija,43,2014,Oct_w4,2014_Oct_w4
Oct 17-19,,"$115,233,422",-12.3%,117,Fury,42,2014,Oct_w3,2014_Oct_w3
Oct 10-12,,"$131,383,392",-3.6%,122,Gone Girl,41,2014,Oct_w2,2014_Oct_w2
Oct 10-13,Indig. Peoples' Day wknd,"$150,009,908",-,63,Gone Girl,41,2014,Oct_w2,2014_Oct_w2
Oct 3-5,,"$136,249,161",+42%,123,Gone Girl,40,2014,Oct_w1,2014_Oct_w1
Sep 26-28,,"$95,966,661",+6.6%,131,The Equalizer,39,2014,Sep_w4,2014_Sep_w4
Sep 19-21,,"$90,003,667",+22.8%,124,The Maze Runner,38,2014,Sep_w3,2014_Sep_w3
Sep 12-14,,"$73,297,493",+52.4%,122,No Good Deed,37,2014,Sep_w2,2014_Sep_w2
Sep 5-7,,"$48,083,368",-41.9%,120,Guardians of the Galaxy,36,2014,Sep_w1,2014_Sep_w1
Aug 29-31,,"$82,775,516",-14.8%,109,Guardians of the Galaxy,35,2014,Aug_w5,2014_Aug_w5
Aug 29-Sep 1,Labor Day wknd,"$107,180,218",-,94,Guardians of the Galaxy,35,2014,Aug_w5,2014_Aug_w5
Aug 22-24,,"$97,178,514",-22.2%,104,Guardians of the Galaxy,34,2014,Aug_w4,2014_Aug_w4
Aug 15-17,,"$124,986,010",-26.4%,105,Teenage Mutant Ninja Turtles,33,2014,Aug_w3,2014_Aug_w3
Aug 8-10,,"$169,712,505",+1.1%,115,Teenage Mutant Ninja Turtles,32,2014,Aug_w2,2014_Aug_w2
Aug 1-3,,"$167,783,615",+27.1%,109,Guardians of the Galaxy,31,2014,Aug_w1,2014_Aug_w1
Jul 25-27,,"$132,017,659",+1.1%,117,Lucy,30,2014,Jul_w4,2014_Jul_w4
Jul 18-20,,"$130,550,571",-2.4%,104,Dawn of the Planet of the Apes,29,2014,Jul_w3,2014_Jul_w3
Jul 11-13,World Cup (Brazil),"$133,801,344",+16%,117,Dawn of the Planet of the Apes,28,2014,Jul_w2,2014_Jul_w2
Jul 4-6,World Cup (Brazil),"$115,345,546",-32.6%,110,Transformers: Age of Extinction,27,2014,Jul_w1,2014_Jul_w1
Jun 27-29,World Cup (Brazil),"$171,037,682",+26%,124,Transformers: Age of Extinction,26,2014,Jun_w5,2014_Jun_w5
Jun 20-22,World Cup (Brazil),"$135,785,499",-23.4%,112,Think Like a Man Too,25,2014,Jun_w4,2014_Jun_w4
Jun 13-15,World Cup (Brazil),"$177,277,722",+15.3%,124,22 Jump Street,24,2014,Jun_w3,2014_Jun_w3
Jun 6-8,,"$153,810,858",-2.5%,111,The Fault in Our Stars,23,2014,Jun_w2,2014_Jun_w2
May 30-Jun 1,,"$157,680,341",-10.1%,110,Maleficent,22,2014,Jun_w1,2014_Jun_w1
May 23-26,Memorial Day wknd,"$216,734,334",-,103,X-Men: Days of Future Past,21,2014,May_w4,2014_May_w4
May 23-25,,"$175,346,822",+4.7%,108,X-Men: Days of Future Past,21,2014,May_w4,2014_May_w4
May 16-18,,"$167,395,914",+35.2%,110,Godzilla,20,2014,May_w3,2014_May_w3
May 9-11,,"$123,849,070",-12.5%,113,Neighbors,19,2014,May_w2,2014_May_w2
May 2-4,,"$141,515,375",+45.2%,117,The Amazing Spider-Man 2,18,2014,May_w1,2014_May_w1
Apr 25-27,,"$97,473,803",-16.2%,114,The Other Woman,17,2014,Apr_w4,2014_Apr_w4
Apr 18-20,,"$116,260,430",-11.3%,112,Captain America: The Winter Soldier,16,2014,Apr_w3,2014_Apr_w3
Apr 18-21,Easter wknd,"$128,566,271",-,52,Captain America: The Winter Soldier,16,2014,Apr_w3,2014_Apr_w3
Apr 11-13,,"$131,084,472",-15.9%,109,Captain America: The Winter Soldier,15,2014,Apr_w2,2014_Apr_w2
Apr 4-6,,"$155,800,774",+24.9%,115,Captain America: The Winter Soldier,14,2014,Apr_w1,2014_Apr_w1
Mar 28-30,,"$124,746,109",-3.7%,107,Noah,13,2014,Mar_w5,2014_Mar_w5
Mar 21-23,,"$129,583,231",+31.4%,111,Divergent,12,2014,Mar_w4,2014_Mar_w4
Mar 14-16,,"$98,624,322",-22.7%,108,Mr. Peabody & Sherman,11,2014,Mar_w3,2014_Mar_w3
Mar 7-9,,"$127,539,955",+22.5%,110,300: Rise of an Empire,10,2014,Mar_w2,2014_Mar_w2
Feb 28-Mar 2,,"$104,089,480",+10.4%,113,Non-Stop,9,2014,Mar_w1,2014_Mar_w1
Feb 21-23,Sochi Olympics,"$94,308,705",-39.5%,106,The Lego Movie,8,2014,Feb_w4,2014_Feb_w4
Feb 14-16,Sochi Olympics,"$155,759,468",+17.4%,102,The Lego Movie,7,2014,Feb_w3,2014_Feb_w3
Feb 14-17,Presidents' Day wkndSochi Olympics,"$182,141,128",-,84,The Lego Movie,7,2014,Feb_w3,2014_Feb_w3
Feb 7-9,Sochi Olympics,"$132,710,403",+101.4%,109,The Lego Movie,6,2014,Feb_w2,2014_Feb_w2
Jan 31-Feb 2,,"$65,887,288",-29.5%,95,Ride Along,5,2014,Feb_w1,2014_Feb_w1
Jan 24-26,,"$93,470,822",-36.4%,97,Ride Along,4,2014,Jan_w4,2014_Jan_w4
Jan 17-19,,"$146,864,924",+30.6%,88,Ride Along,3,2014,Jan_w3,2014_Jan_w3
Jan 17-20,MLK wknd,"$177,312,805",-,68,Ride Along,3,2014,Jan_w3,2014_Jan_w3
Jan 10-12,,"$112,448,084",-5.5%,90,Lone Survivor,2,2014,Jan_w2,2014_Jan_w2
Jan 3-5,,"$118,936,215",-29.1%,82,Frozen,1,2014,Jan_w1,2014_Jan_w1
Dec 27-29,,"$149,298,188",+17.9%,127,The Lord of the Rings: The Two Towers,52,2002,Dec_w4,2002_Dec_w4
Dec 20-22,,"$126,680,212",+45.7%,110,The Lord of the Rings: The Two Towers,51,2002,Dec_w3,2002_Dec_w3
Dec 13-15,,"$86,924,905",+36.2%,127,Maid in Manhattan,50,2002,Dec_w2,2002_Dec_w2
Dec 6-8,Post-Thanksgiving,"$63,842,353",-49.8%,126,Die Another Day,49,2002,Dec_w1,2002_Dec_w1
Nov 29-Dec 1,Thanksgiving 3-Day,"$127,058,801",-10.3%,132,Harry Potter and the Chamber of Secrets,48,2002,Nov_w4,2002_Nov_w4
Nov 28-Dec 1,Thanksgiving 4-Day,"$157,209,548",-,39,Die Another Day,48,2002,Nov_w4,2002_Nov_w4
Nov 27-Dec 1,Thanksgiving 5-Day,"$182,703,629",-,39,Die Another Day,48,2002,Nov_w4,2002_Nov_w4
Nov 22-24,,"$141,700,919",-10.8%,139,Die Another Day,47,2002,Nov_w3,2002_Nov_w3
Nov 15-17,,"$158,828,971",+26.3%,144,Harry Potter and the Chamber of Secrets,46,2002,Nov_w2,2002_Nov_w2
Nov 8-10,,"$125,751,491",+28.5%,148,8 Mile,45,2002,Nov_w1,2002_Nov_w1
Nov 1-3,,"$97,888,832",+19.7%,153,The Santa Clause 2,44,2002,Oct_w5,2002_Oct_w5
Oct 25-27,,"$81,807,831",+21%,151,Jackass: The Movie,43,2002,Oct_w4,2002_Oct_w4
Oct 18-20,,"$67,633,772",-22.4%,152,The Ring,42,2002,Oct_w3,2002_Oct_w3
Oct 11-13,,"$87,173,297",-11.2%,152,Red Dragon,41,2002,Oct_w2,2002_Oct_w2
Oct 11-14,Indig. Peoples' Day wknd,"$89,865,799",-,45,Red Dragon,41,2002,Oct_w2,2002_Oct_w2
Oct 4-6,,"$98,121,206",+10.5%,152,Red Dragon,40,2002,Oct_w1,2002_Oct_w1
Sep 27-29,,"$88,803,978",+37.5%,155,Sweet Home Alabama,39,2002,Sep_w4,2002_Sep_w4
Sep 20-22,,"$64,605,510",-7.3%,162,Barbershop,38,2002,Sep_w3,2002_Sep_w3
Sep 13-15,,"$69,672,402",+24.9%,149,Barbershop,37,2002,Sep_w2,2002_Sep_w2
Sep 6-8,,"$55,776,823",-15%,137,Swimfan,36,2002,Sep_w1,2002_Sep_w1
Aug 30-Sep 1,,"$65,616,415",-8.2%,91,Signs,35,2002,Aug_w5,2002_Aug_w5
Aug 30-Sep 2,Labor Day wknd,"$84,684,178",-,138,Signs,35,2002,Aug_w5,2002_Aug_w5
Aug 23-25,,"$71,441,081",-25.2%,141,Signs,34,2002,Aug_w4,2002_Aug_w4
Aug 16-18,,"$95,548,336",-26.1%,134,xXx,33,2002,Aug_w3,2002_Aug_w3
Aug 9-11,,"$129,287,848",-6.1%,130,xXx,32,2002,Aug_w2,2002_Aug_w2
Aug 2-4,,"$137,681,488",+6.2%,129,Signs,31,2002,Aug_w1,2002_Aug_w1
Jul 26-28,,"$129,688,399",+37.8%,121,Austin Powers in Goldmember,30,2002,Jul_w4,2002_Jul_w4
Jul 19-21,,"$94,136,132",-23.9%,120,Road to Perdition,29,2002,Jul_w3,2002_Jul_w3
Jul 12-14,,"$123,629,198",-7.9%,103,Men in Black II,28,2002,Jul_w2,2002_Jul_w2
Jul 5-7,,"$134,225,169",+6.9%,106,Men in Black II,27,2002,Jul_w1,2002_Jul_w1
Jun 28-30,World Cup (Korea/Japan),"$125,614,968",-14%,101,Mr. Deeds,26,2002,Jun_w5,2002_Jun_w5
Jun 21-23,World Cup (Korea/Japan),"$146,017,182",-3%,104,Minority Report,25,2002,Jun_w4,2002_Jun_w4
Jun 14-16,World Cup (Korea/Japan),"$150,600,635",+50.8%,102,Scooby-Doo,24,2002,Jun_w3,2002_Jun_w3
Jun 7-9,World Cup (Korea/Japan),"$99,891,208",-13.2%,96,The Sum of All Fears,23,2002,Jun_w2,2002_Jun_w2
May 31-Jun 2,World Cup (Korea/Japan),"$115,078,126",-23.6%,89,The Sum of All Fears,22,2002,Jun_w1,2002_Jun_w1
May 24-26,,"$150,537,889",-6.3%,31,Star Wars: Episode II - Attack of the Clones,21,2002,May_w4,2002_May_w4
May 24-27,Memorial Day wknd,"$188,868,729",-,81,Star Wars: Episode II - Attack of the Clones,21,2002,May_w4,2002_May_w4
May 17-19,,"$160,667,616",+42.5%,77,Star Wars: Episode II - Attack of the Clones,20,2002,May_w3,2002_May_w3
May 10-12,,"$112,776,680",-24.1%,79,Spider-Man,19,2002,May_w2,2002_May_w2
May 3-5,,"$148,621,966",+121.4%,77,Spider-Man,18,2002,May_w1,2002_May_w1
Apr 26-28,,"$67,131,090",-24.4%,80,The Scorpion King,17,2002,Apr_w4,2002_Apr_w4
Apr 19-21,,"$88,831,177",+13%,76,The Scorpion King,16,2002,Apr_w3,2002_Apr_w3
Apr 12-14,,"$78,604,727",-12%,67,Changing Lanes,15,2002,Apr_w2,2002_Apr_w2
Apr 5-7,,"$89,287,375",-18%,67,Panic Room,14,2002,Apr_w1,2002_Apr_w1
Mar 29-31,,"$108,914,420",-4.2%,68,Panic Room,13,2002,Mar_w5,2002_Mar_w5
Mar 29-Apr 1,Easter wknd,"$123,464,532",-,30,Panic Room,13,2002,Mar_w5,2002_Mar_w5
Mar 22-24,,"$113,639,084",-2.7%,68,Blade II,12,2002,Mar_w4,2002_Mar_w4
Mar 15-17,,"$116,789,443",+49.1%,66,Ice Age,11,2002,Mar_w3,2002_Mar_w3
Mar 8-10,,"$78,308,340",+1.3%,62,The Time Machine,10,2002,Mar_w2,2002_Mar_w2
Mar 1-3,,"$77,318,057",<0.1%,63,We Were Soldiers,9,2002,Mar_w1,2002_Mar_w1
Feb 22-24,Salt Lake Olympics,"$77,302,434",-20.5%,61,Queen of the Damned,8,2002,Feb_w4,2002_Feb_w4
Feb 15-17,Salt Lake Olympics,"$97,249,142",+23.7%,38,John Q,7,2002,Feb_w3,2002_Feb_w3
Feb 15-18,Presidents' Day wkndSalt Lake Olympics,"$116,732,273",-,61,John Q,7,2002,Feb_w3,2002_Feb_w3
Feb 8-10,Salt Lake Olympics,"$78,600,551",+7.1%,62,Collateral Damage,6,2002,Feb_w2,2002_Feb_w2
Feb 1-3,,"$73,420,948",-29.4%,60,Black Hawk Down,5,2002,Feb_w1,2002_Feb_w1
Jan 25-27,,"$103,940,396",+4.2%,62,Black Hawk Down,4,2002,Jan_w4,2002_Jan_w4
Jan 18-20,,"$99,718,554",+19.7%,33,Black Hawk Down,3,2002,Jan_w3,2002_Jan_w3
Jan 18-21,MLK wknd,"$122,540,384",-,60,Black Hawk Down,3,2002,Jan_w3,2002_Jan_w3
Jan 11-13,,"$83,274,097",-15.2%,59,The Lord of the Rings: The Fellowship of the Ring,2,2002,Jan_w2,2002_Jan_w2
Jan 4-6,,"$98,217,854",-28.2%,62,The Lord of the Rings: The Fellowship of the Ring,1,2002,Jan_w1,2002_Jan_w1
"Dec 30-Jan 1, 2017",,"$166,381,697",+0.8%,81,Rogue One: A Star Wars Story,53,2016,Dec_w5,2016_Dec_w5
"Dec 30-Jan 2, 2017",New Year's long wknd,"$220,396,876",-,68,Rogue One: A Star Wars Story,53,2016,Dec_w5,2016_Dec_w5
Dec 23-26,Christmas long wknd,"$250,611,546",-,67,Rogue One: A Star Wars Story,52,2016,Dec_w4,2016_Dec_w4
Dec 23-25,,"$165,020,197",-18.9%,82,Rogue One: A Star Wars Story,52,2016,Dec_w4,2016_Dec_w4
Dec 16-18,,"$203,485,726",+184.3%,99,Rogue One: A Star Wars Story,51,2016,Dec_w3,2016_Dec_w3
Dec 9-11,,"$71,566,771",-14.5%,114,Moana,50,2016,Dec_w2,2016_Dec_w2
Dec 2-4,Post-Thanksgiving,"$83,749,622",-50.9%,131,Moana,49,2016,Dec_w1,2016_Dec_w1
Nov 25-27,Thanksgiving 3-Day,"$170,608,751",+16.4%,116,Moana,48,2016,Nov_w4,2016_Nov_w4
Nov 24-27,Thanksgiving 4-Day,"$202,563,369",-,55,Moana,48,2016,Nov_w4,2016_Nov_w4
Nov 23-27,Thanksgiving 5-Day,"$243,739,138",-,56,Moana,48,2016,Nov_w4,2016_Nov_w4
Nov 18-20,,"$146,558,755",+0.5%,121,Fantastic Beasts and Where to Find Them,47,2016,Nov_w3,2016_Nov_w3
Nov 11-13,,"$145,898,093",-19.2%,122,Doctor Strange,46,2016,Nov_w2,2016_Nov_w2
Nov 4-6,,"$180,664,140",+143.5%,123,Doctor Strange,45,2016,Nov_w1,2016_Nov_w1
Oct 28-30,,"$74,204,699",-32%,123,Boo! A Madea Halloween,44,2016,Oct_w5,2016_Oct_w5
Oct 21-23,,"$109,125,994",+28.4%,132,Boo! A Madea Halloween,43,2016,Oct_w4,2016_Oct_w4
Oct 14-16,,"$84,988,876",-8.7%,127,The Accountant,42,2016,Oct_w3,2016_Oct_w3
Oct 7-9,,"$93,110,131",-8.9%,126,The Girl on the Train,41,2016,Oct_w2,2016_Oct_w2
Oct 7-10,Indig. Peoples' Day wknd,"$106,770,187",-,68,The Girl on the Train,41,2016,Oct_w2,2016_Oct_w2
Sep 30-Oct 2,,"$102,190,772",+10.1%,136,Miss Peregrine's Home for Peculiar Children,40,2016,Oct_w1,2016_Oct_w1
Sep 23-25,,"$92,840,344",+30.6%,134,The Magnificent Seven,39,2016,Sep_w4,2016_Sep_w4
Sep 16-18,,"$71,090,385",-11.5%,126,Sully,38,2016,Sep_w3,2016_Sep_w3
Sep 9-11,,"$80,346,710",+20.1%,121,Sully,37,2016,Sep_w2,2016_Sep_w2
Sep 2-5,Labor Day wknd,"$85,743,900",-,98,Don't Breathe,36,2016,Sep_w1,2016_Sep_w1
Sep 2-4,,"$66,887,892",-26.7%,106,Don't Breathe,36,2016,Sep_w1,2016_Sep_w1
Aug 26-28,,"$91,226,565",-18.8%,107,Don't Breathe,35,2016,Aug_w5,2016_Aug_w5
Aug 19-21,Rio Olympics,"$112,417,199",-26.9%,111,Suicide Squad,34,2016,Aug_w4,2016_Aug_w4
Aug 12-14,Rio Olympics,"$153,823,583",-29.4%,113,Suicide Squad,33,2016,Aug_w3,2016_Aug_w3
Aug 5-7,Rio Olympics,"$217,747,182",+24.5%,100,Suicide Squad,32,2016,Aug_w2,2016_Aug_w2
Jul 29-31,,"$174,855,310",-2%,103,Jason Bourne,31,2016,Aug_w1,2016_Aug_w1
Jul 22-24,,"$178,420,955",+17.8%,103,Star Trek Beyond,30,2016,Jul_w4,2016_Jul_w4
Jul 15-17,,"$151,409,743",-26.5%,110,The Secret Life of Pets,29,2016,Jul_w3,2016_Jul_w3
Jul 8-10,,"$205,989,677",+14.7%,100,The Secret Life of Pets,28,2016,Jul_w2,2016_Jul_w2
Jul 1-4,July 4th long wknd,"$218,013,006",-,85,Finding Dory,27,2016,Jul_w1,2016_Jul_w1
Jul 1-3,,"$179,579,258",+1.4%,93,Finding Dory,27,2016,Jul_w1,2016_Jul_w1
Jun 24-26,,"$177,111,633",-20.6%,105,Finding Dory,26,2016,Jun_w5,2016_Jun_w5
Jun 17-19,,"$223,184,760",+59.9%,99,Finding Dory,25,2016,Jun_w4,2016_Jun_w4
Jun 10-12,,"$139,567,249",+12.8%,107,The Conjuring 2,24,2016,Jun_w3,2016_Jun_w3
Jun 3-5,,"$123,684,021",-21.4%,102,Teenage Mutant Ninja Turtles: Out of the Shadows,23,2016,Jun_w2,2016_Jun_w2
May 27-30,Memorial Day wknd,"$196,994,624",-,88,X-Men: Apocalypse,22,2016,Jun_w1,2016_Jun_w1
May 27-29,,"$157,294,653",+22.6%,109,X-Men: Apocalypse,22,2016,Jun_w1,2016_Jun_w1
May 20-22,,"$128,324,753",+4.3%,125,The Angry Birds Movie,21,2016,May_w4,2016_May_w4
May 13-15,,"$123,025,320",-47.1%,119,Captain America: Civil War,20,2016,May_w3,2016_May_w3
May 6-8,,"$232,395,976",+139.7%,114,Captain America: Civil War,19,2016,May_w2,2016_May_w2
Apr 29-May 1,,"$96,937,478",-17.6%,114,The Jungle Book,18,2016,May_w1,2016_May_w1
Apr 22-24,,"$117,626,464",-28.7%,115,The Jungle Book,17,2016,Apr_w4,2016_Apr_w4
Apr 15-17,,"$165,029,225",+81.1%,118,The Jungle Book,16,2016,Apr_w3,2016_Apr_w3
Apr 8-10,,"$91,145,188",-23.1%,119,The Boss,15,2016,Apr_w2,2016_Apr_w2
Apr 1-3,,"$118,559,272",-51.3%,114,Batman v Superman: Dawn of Justice,14,2016,Apr_w1,2016_Apr_w1
Mar 25-27,,"$243,491,430",+110.3%,104,Batman v Superman: Dawn of Justice,13,2016,Mar_w5,2016_Mar_w5
Mar 25-28,Easter wknd,"$270,066,590",-,54,Batman v Superman: Dawn of Justice,13,2016,Mar_w5,2016_Mar_w5
Mar 18-20,,"$115,774,645",-2%,121,Zootopia,12,2016,Mar_w4,2016_Mar_w4
Mar 11-13,,"$118,186,835",-17.1%,111,Zootopia,11,2016,Mar_w3,2016_Mar_w3
Mar 4-6,,"$142,568,989",+56.2%,99,Zootopia,10,2016,Mar_w2,2016_Mar_w2
Feb 26-28,,"$91,278,176",-24.6%,91,Deadpool,9,2016,Mar_w1,2016_Mar_w1
Feb 19-21,,"$121,119,706",-43.9%,106,Deadpool,8,2016,Feb_w4,2016_Feb_w4
Feb 12-14,,"$215,810,637",+186.2%,103,Deadpool,7,2016,Feb_w3,2016_Feb_w3
Feb 12-15,Presidents' Day wknd,"$250,977,099",-,87,Deadpool,7,2016,Feb_w3,2016_Feb_w3
Feb 5-7,,"$75,395,999",-36.3%,100,Kung Fu Panda 3,6,2016,Feb_w2,2016_Feb_w2
Jan 29-31,,"$118,353,833",+23.6%,99,Kung Fu Panda 3,5,2016,Feb_w1,2016_Feb_w1
Jan 22-24,,"$95,736,903",-34.2%,87,The Revenant,4,2016,Jan_w4,2016_Jan_w4
Jan 15-18,MLK wknd,"$175,297,289",-,57,Ride Along 2,3,2016,Jan_w3,2016_Jan_w3
Jan 15-17,,"$145,502,232",+1.8%,86,Ride Along 2,3,2016,Jan_w3,2016_Jan_w3
Jan 8-10,,"$142,912,699",-28%,91,Star Wars: Episode VII - The Force Awakens,2,2016,Jan_w2,2016_Jan_w2
Jan 1-3,,"$198,537,624",-27.3%,82,Star Wars: Episode VII - The Force Awakens,1,2016,Jan_w1,2016_Jan_w1
Dec 29-31,,"$173,344,651",+5.5%,74,Star Wars: Episode VIII - The Last Jedi,52,2017,Dec_w4,2017_Dec_w4
"Dec 29-Jan 1, 2018",New Year's long wknd,"$226,045,913",-,67,Star Wars: Episode VIII - The Last Jedi,52,2017,Dec_w4,2017_Dec_w4
Dec 22-25,Christmas long wknd,"$236,559,567",-,62,Star Wars: Episode VIII - The Last Jedi,51,2017,Dec_w3,2017_Dec_w3
Dec 22-24,,"$164,303,262",-38.5%,72,Star Wars: Episode VIII - The Last Jedi,51,2017,Dec_w3,2017_Dec_w3
Dec 15-17,,"$267,186,366",+278.2%,86,Star Wars: Episode VIII - The Last Jedi,50,2017,Dec_w2,2017_Dec_w2
Dec 8-10,,"$70,644,026",-27%,108,Coco,49,2017,Dec_w1,2017_Dec_w1
Dec 1-3,Post-Thanksgiving,"$96,708,952",-45.8%,111,Coco,48,2017,Nov_w4,2017_Nov_w4
Nov 24-26,Thanksgiving 3-Day,"$178,495,539",-7.4%,99,Coco,47,2017,Nov_w3,2017_Nov_w3
Nov 23-26,Thanksgiving 4-Day,"$212,423,997",-,60,Coco,47,2017,Nov_w3,2017_Nov_w3
Nov 22-26,Thanksgiving 5-Day,"$255,508,291",-,61,Coco,47,2017,Nov_w3,2017_Nov_w3
Nov 17-19,,"$192,816,366",+39.9%,111,Justice League,46,2017,Nov_w2,2017_Nov_w2
Nov 10-12,,"$137,873,693",-16.3%,124,Thor: Ragnarok,45,2017,Nov_w1,2017_Nov_w1
Nov 3-5,,"$164,643,982",+184.4%,126,Thor: Ragnarok,44,2017,Oct_w5,2017_Oct_w5
Oct 27-29,,"$57,899,380",-24.2%,128,Jigsaw,43,2017,Oct_w4,2017_Oct_w4
Oct 20-22,,"$76,408,192",-13.9%,137,Boo 2! A Madea Halloween,42,2017,Oct_w3,2017_Oct_w3
Oct 13-15,,"$88,765,700",-8.5%,135,Happy Death Day,41,2017,Oct_w2,2017_Oct_w2
Oct 6-8,,"$97,001,069",+20.9%,132,Blade Runner 2049,40,2017,Oct_w1,2017_Oct_w1
Oct 6-9,Indig. Peoples' Day wknd,"$112,153,933",-,67,Blade Runner 2049,40,2017,Oct_w1,2017_Oct_w1
Sep 29-Oct 1,,"$80,260,428",-26%,131,Kingsman: The Golden Circle,39,2017,Sep_w4,2017_Sep_w4
Sep 22-24,,"$108,472,634",+6.8%,131,Kingsman: The Golden Circle,38,2017,Sep_w3,2017_Sep_w3
Sep 15-17,,"$101,574,131",-33.6%,143,It,37,2017,Sep_w2,2017_Sep_w2
Sep 8-10,,"$153,028,668",+213.2%,135,It,36,2017,Sep_w1,2017_Sep_w1
Sep 1-4,Labor Day wknd,"$61,708,167",-,121,The Hitman's Bodyguard,35,2017,Aug_w5,2017_Aug_w5
Sep 1-3,,"$48,865,218",+6%,125,The Hitman's Bodyguard,35,2017,Aug_w5,2017_Aug_w5
Aug 25-27,,"$46,116,140",-39.1%,130,The Hitman's Bodyguard,34,2017,Aug_w4,2017_Aug_w4
Aug 18-20,,"$75,677,045",-20.5%,124,The Hitman's Bodyguard,33,2017,Aug_w3,2017_Aug_w3
Aug 11-13,,"$95,249,031",-9.7%,123,Annabelle: Creation,32,2017,Aug_w2,2017_Aug_w2
Aug 4-6,,"$105,440,174",-21.4%,106,The Dark Tower,31,2017,Aug_w1,2017_Aug_w1
